character,text
WARREN," So I understand that what we're all looking for is how we strengthen America's middle class. And actually, I think the thing closest to the universal basic income is Social Security. It's one of the reasons that I've put forward a plan to extend the solvency of Social Security by deces and d $200 to the payment of every person who receives Social Security right now and every person who receives disability insurance right now."
WARREN,"That $200 a month will lift nearly 5 million families out of poverty. And it will sure loosen up the budget for a whole lot more. It also has a provision for your wife, for those who stay home to do caregiving for children or for seniors, and creates an opportunity for them to get credit on their Social Security."
BURNETT, Thank you.
WARREN," So after a lifetime of hard work, people are entitled to retire with dignity."
BURNETT," Thank you, Senator Warren."
WARREN, I see this as an important question about just -- I want to understand the data on this.
BURNETT," Senator, thank you very much."
WARREN, And I want to make sure we're responding to make this work.
BURNETT, Your time is up.
BURNETT,(CROSSTALK)
BURNETT, I want to give Congresswoman Gabbard a chance to respond.
GABBARD," Thank you. You know, really what this is about is getting to the heart of the fear that is well founded. As people look to this automation revolution, they look to uncertainty. They don't know how this is going to affect their jobs and their everyday lives."
GABBARD,"And I agree with my friend, Andrew Yang. I think universal basic income is a good idea to help provide that security so that people can have the freedom to make the kinds of choices that they want to see."
GABBARD,"This has to do with b tre deals that we've seen in the past that have also driven fear towards people losing the way that they provide for their families. Really what we need to do is look at how we can best serve the interests of the American people. I do not believe a federal jobs guarantee is the way to do that. The value that someone feels in themselves and their own lives is not defined by the job that they have but is intrinsic to who we all are as Americans, whatever we choose to do with our lives, and we can't forget that."
BURNETT, Thank you very much.
LACEY," One of the industries most at risk from a changing economy is the auto industry. General Motors used to be the largest employer in Ohio. Now it's 72nd. Today, thousands of GM workers here in Ohio and across the country are on strike. All of you on the stage have voiced support for these workers."
